State	Airport ID	Airport / Location	Last Reported	Vehicle Description
Washington	2S0	Twisp Municipal	9/2024	Car in pilot lounge; no fuel available
West Virginia	KCRW	Charleston - Yeager Airport / Capitol Jet Center	8/2025	Jeep Cherokee
West Virginia	KCKB	Clarksburg - North Central WV / VI Aviation	8/2025	Courtesy car available
West Virginia	KEKN	Elkins - Randolph County / old police cruiser	4/2025	2 cars including old police cruiser
West Virginia	KHTS	Huntington - Tri-State / Huntington Jet Center	7/2025	Brand new Ford Ranger; 2-hour limit; no fees with 10 gal 100LL
West Virginia	KLWB	Lewisburg - Greenbrier Valley	8/2025	Late model Toyota Corolla; free 2 hrs; $100/hr after
West Virginia	12V	Milton - Ona Airpark	4/2025	Car available; email Lynn ahead of time
West Virginia	KPKB	Parkersburg - Mid-Ohio Valley Regional	7/2025	2 courtesy cars
West Virginia	KSXL	Summersville Airport	4/2025	2 Chevy Cobalts; quiet friendly airport
West Virginia	KHLG	Wheeling - Ohio County Airport	8/2024	1 car
Wisconsin	KATW	Appleton - Outagamie Country Regional / Platinum Flight	7/2025	Courtesy car available
Wisconsin	KASX	Ashland - JFK Memorial	7/2025	Car; call ahead to pre-arrange
Wisconsin	KDLL	Baraboo/Wisconsin Dells Regional / Spring City Aviation	8/2025	New electric Chevy Blazers
Wisconsin	KOVS	Boscobel Airport	4/2025	Pickup and van
Wisconsin	C37	Brodhead Airport	9/2024	Honda Odyssey minivan; call Pat for key
Wisconsin	KBUU	Burlington Municipal - Spring City Aviation	7/2025	All-electric 2025 Chevy Blazer
Wisconsin	Y23	Chetek Municipal/Southworth	4/2025	Chrysler Town and Country van; ice cold A/C
Wisconsin	KUBE	Cumberland Municipal	9/2024	Car via lockbox; mogas UL94
Wisconsin	KEGV	Eagle River Union Airport	8/2024	Mini-van; 1 hour or so use
Wisconsin	3D2	Ephraim - Gibraltar Fish Creek	7/2024	Bikes and courtesy van; 2-hour use; donations
Wisconsin	KFLD	Fond Du Lac County - Mike's FBO	7/2025	Chevy HHR; reservations accepted
Wisconsin	63C	Friendship - Adams Co.	7/2025	Courtesy car available
Wisconsin	KGTG	Grantsburg Municipal	6/2024	Car via lockbox; text Rod for code
Wisconsin	KGRB	Green Bay - Straubel Intl / Jet Air & AvFlight	7/2025	Cars at multiple FBOs
Wisconsin	KJVL	Janesville - Southern WI Regional / Revv Aviation	10/2024	Car; 2 hours; reservable; Bessie's Diner on field
Wisconsin	KUNU	Juneau - Dodge County Airport	7/2024	Chevy Impala
Wisconsin	KENW	Kenosha Regional - Kenosha Aviation & SAS	7/2025	Cars at multiple FBOs
Wisconsin	KLSE	La Crosse Regional - Colgan FBO	4/2025	Rental car; 2-year limit; no fees at class Delta
Wisconsin	KRCX	Ladysmith - Rusk Co.	7/2025	Courtesy car available
Wisconsin	KLNL	Land O' Lakes	7/2025	Car; mogas available
Wisconsin	KMSN	Madison - Dane Co. Truax / Wisconsin Aviation-Madison	7/2024	4 crew cars
Wisconsin	D25	Manitowish Waters Airport	8/2024	Courtesy transportation
Wisconsin	KMTW	Manitowoc County Airport	7/2025	Courtesy truck and bicycles; business hours only
Wisconsin	KMFI	Marshfield Municipal	7/2025	Mini van; in-town/5mi radius; 2-hour limit
Wisconsin	KMDZ	Medford - Taylor County	7/2024	Dodge Charger
Wisconsin	KLUM	Menomonie Municipal - Gibson Aviation Services	6/2025	Courtesy car available
Wisconsin	KRRL	Merrill Muni	7/2025	Ford Fusion
Wisconsin	C29	Middleton Municipal - Morey Airplane Co.	7/2025	Rusty Honda Odyssey
Wisconsin	KMWC	Milwaukee - Lawrence J Timmerman / Spring City Aviation	8/2025	New Chevy electric Blazers
Wisconsin	KMRJ	Mineral Point - Iowa County Airport	4/2025	Ford Explorer retired police car; 24/7; sign-out clipboard
Wisconsin	KARV	Minocqua - Woodruff Lakeland / Lakeland Aviation	8/2024	Toyota Corolla; business hours only
Wisconsin	79C	Neenah - Brennand Airport	7/2024	2013 Toyota Sequoia
Wisconsin	82C	New Lisbon - Mauston Union Airport	7/2024	Dodge Caravan
Wisconsin	KRNH	New Richmond Regional - East Metro Jet Center	7/2025	Courtesy car available
Wisconsin	KOCQ	Oconto - J Douglas Bake Municipal	7/2025	Car in airport side of gate; keys in terminal
Wisconsin	KOEO	Osceola - L O Simenstad Municipal	7/2025	Car at airport office
Wisconsin	KOSH	Oshkosh - Basler Aviation	7/2025	Crew cars for local area (not during EAA)
Wisconsin	KPVB	Platteville Muni	7/2024	Dodge Caravan
Wisconsin	KPDC	Prairie du Chien Municipal	9/2024	Multiple cars; first come first served
Wisconsin	KRAC	Racine - Batten Airport / RAC Aviation	7/2025	2 cars; no hassle
Wisconsin	KRHI	Rhinelander - Oneida County Airport	6/2025	3 cars total including stick shift yellow car
Wisconsin	KSBM	Sheboygan - Burrows Aviation	7/2025	Car; first come first served; 2-hour limit
Wisconsin	KSSQ	Shell Lake Municipal	8/2024	Good courtesy car; mogas nearby
Wisconsin	KRZN	Siren - Burnett County Airport	4/2025	3 Crown Vics; key in lockbox
Wisconsin	KSTE	Stevens Point Muni	7/2025	Courtesy car available
Wisconsin	KSUE	Sturgeon Bay - Door County / Tailwind Flight Center	8/2024	Car; first come first served
Wyoming	KAFO	Afton Muni - Eagle Jet Center	8/2025	Courtesy car available
Wyoming	KBPI	Big Piney - Miley Memorial Field	4/2025	Car available
Wyoming	KCYS	Cheyenne Regional - Legend Aero	8/2024	1 car
Wyoming	KDGW	Douglas - Converse County / R&G Aircraft	8/2024	4 cars
Wyoming	KEVW	Evanston - Uinta County / Evanston Aviation	4/2025	Car available
Wyoming	KJAC	Jackson Hole Airport - Jackson Hole Aviation	8/2025	1 car; 2-hour limit; tiedown customers only; PPR for overnight
Wyoming	KEMM	Kemmerer Municipal	4/2025	Car available; call manager Chad
Wyoming	KLAR	Laramie Regional - Cowboy Aviation	8/2025	Courtesy car available
Wyoming	82V	Pine Bluffs Municipal - GMC Tahoe	4/2025	GMC Tahoe; free; keys in FBO instructions
Wyoming	KPNA	Pinedale - Ralph Wenz Field / Top Flight	8/2025	Courtesy car available
Wyoming	KRWL	Rawlins Municipal - Classic Aviation	8/2025	Courtesy car available
Wyoming	KRIW	Riverton Regional - Classic Aviation	8/2025	Courtesy car available
Wyoming	KRKS	Rock Springs - Sweetwater County / Sweetwater Aviation	8/2025	Courtesy car available
Wyoming	KSHR	Sheridan County - Big Horn Airways	8/2025	Chevy Suburban; also Sheridan Pilots 307 group
Wyoming	KHSG	Thermopolis - Hot Springs County / Owl Creek Aviation	8/2024	Old Caddy DeVille; 10 miles north of town
Wyoming	KTOR	Torrington Muni	8/2025	Courtesy transportation
Wyoming	KEAN	Wheatland - Phifer Airfield	8/2025	Blue Dodge Charger; instructions in pilot lounge
Wyoming	KWRL	Worland Municipal - Hellyer Aviation	8/2025	Two Ford Explorers

